[0] Time Stamp,Level,Pid,Tid,Stream,Instance,ActivityId,File,Function,Line,MDRESULT,ErrorCode,ErrorCodeMsg,Message,ErrorType,traceparentId
2020-11-24T11:27:28.5676082Z,4,19336,14736,"TableWriter",2,"00-5ba02c204220431995da2504c8e91498-4d2e4c3a127bf04d-00","table.cpp","TML::MDTableWriter::AddTableSchema",2800,0,0,,"Successfully add schema in table D:\Samples\madata\Tables\MaTelemetryEvents","LocalState","4d2e4c3a127bf04d"
2020-11-24T11:27:28.5677199Z,4,19336,14736,"TableWriter",2,"00-5ba02c204220431995da2504c8e91498-4d2e4c3a127bf04d-00","table.cpp","TML::MDTableWriter::AddTableSchema",2800,0,0,,"Successfully add schema in table D:\Samples\madata\Tables\MaTelemetryEvents","LocalState","4d2e4c3a127bf04d"
2020-11-24T11:27:28.5678446Z,4,19336,14736,"TableWriter",2,"00-5ba02c204220431995da2504c8e91498-4d2e4c3a127bf04d-00","table.cpp","TML::MDTableWriter::AddTableSchema",2800,0,0,,"Successfully add schema in table D:\Samples\madata\Tables\MaTelemetryEvents","LocalState","4d2e4c3a127bf04d"
2020-11-24T11:27:28.5680294Z,4,19336,14736,"Telemetry",0,"00-5ba02c204220431995da2504c8e91498-4d2e4c3a127bf04d-00","monagenttelemetry.cpp","MonAgentTelemetry::Start",415,0,0,,"Geneva common agent telemetry interface initialized","Infrastructure","4d2e4c3a127bf04d"
2020-11-24T11:27:28.5680622Z,4,19336,14736,"MonAgentManager.exe",0,"00-5ba02c204220431995da2504c8e91498-4d2e4c3a127bf04d-00","monagentmanager.cpp","AgentManager::InitializeTelemetry",1924,0,0,,"Successfully initialized Geneva common telemetry reporting for the agent manager.","Infrastructure","4d2e4c3a127bf04d"
2020-11-24T11:27:28.5720058Z,4,19336,14736,"MonAgentManager.exe",0,"00-5ba02c204220431995da2504c8e91498-4d2e4c3a127bf04d-00","monagentmanager.cpp","AgentManager::ParseInstanceArgumentsAndCreateArgumentString",2793,0,0,,"Successfully parsed command line arguments.","Infrastructure","4d2e4c3a127bf04d"
2020-11-24T11:27:28.5727148Z,4,19336,14736,"MonAgentManager.exe",0,"00-5ba02c204220431995da2504c8e91498-4d2e4c3a127bf04d-00","monagentmanager.cpp","AgentManager::ParseInstanceArgumentsAndCreateArgumentString",2796,0,0,,"Actual command is :   -deploymentdir ""C:\Users\saianu\.nuget\packages\genevamonitoringagent\44.7.7\Monitoring\Agent"" -LocalPath ""D:\Samples\madata""   -managerver 1  -parent 19336 ","Infrastructure","4d2e4c3a127bf04d"
2020-11-24T11:27:28.5766773Z,4,19336,14736,"PHashTable",0,"00-5ba02c204220431995da2504c8e91498-4d2e4c3a127bf04d-00","hash.cpp","PersistentHash::Initialize",498,0,0,,"Creating persistent hash D:\Samples\madata\Configuration\AgentManagerTable.bin","LocalState","4d2e4c3a127bf04d"
2020-11-24T11:27:28.5774972Z,4,19336,14736,"MonAgentManager.exe",0,"00-5ba02c204220431995da2504c8e91498-4d2e4c3a127bf04d-00","monagentmanager.cpp","AgentManager::LaunchAgentCore",1124,0,0,,"Starting agent: 'C:\Users\saianu\.nuget\packages\genevamonitoringagent\44.7.7\Monitoring\Agent\MonAgentCore.exe   -deploymentdir ""C:\Users\saianu\.nuget\packages\genevamonitoringagent\44.7.7\Monitoring\Agent"" -LocalPath ""D:\Samples\madata""   -managerver 1  -parent 19336 -ConfigFile ""D:\Samples\maconfig\basicconfig.xml"" '","Infrastructure","4d2e4c3a127bf04d"
2020-11-24T11:27:28.6603021Z,4,14168,17520,"MonAgentCore.exe",0,"00-4a3d9c2a16584040bcb2452be493fe45-4580e4fa18dc5958-00","monagent.cpp","StartListener",733,0,0,,"Agent will exit when parent process 19336 exits.","Infrastructure","4580e4fa18dc5958"
2020-11-24T11:27:28.6647352Z,4,14168,17520,"MonAgent",0,"00-4a3d9c2a16584040bcb2452be493fe45-4580e4fa18dc5958-00","monagent.cpp","MonAgent::LogVersionString",6691,65555,0,,"Starting monitoring session (SAI-WORK-PC) - Monitoring Agent Version 44.07.07 - Nov 23 2020 13:18:42 -  amd64 -  - OS 10.0.19042","Infrastructure","4580e4fa18dc5958"
2020-11-24T11:27:28.6650946Z,4,14168,17520,"PHashTable",0,"00-4a3d9c2a16584040bcb2452be493fe45-4580e4fa18dc5958-00","hash.cpp","PersistentHash::Initialize",498,0,0,,"Creating persistent hash D:\Samples\madata\Configuration\CheckPointTable.bin","LocalState","4580e4fa18dc5958"
2020-11-24T11:27:28.6657099Z,4,14168,17520,"MonAgent",0,"00-4a3d9c2a16584040bcb2452be493fe45-4580e4fa18dc5958-00","configupdate.cpp","MonAgent::GetCurrentMainConfiguration",292,0,0,,"Running MA with the client configuration file from D:\Samples\maconfig\basicconfig.xml","Infrastructure","4580e4fa18dc5958"
2020-11-24T11:27:28.6657124Z,4,14168,17520,"MonAgent",0,"00-4a3d9c2a16584040bcb2452be493fe45-4580e4fa18dc5958-00","monagent.cpp","MonAgent::InitializePaths",6029,65588,0,,"MA is running with original configuration file 'D:\Samples\maconfig\basicconfig.xml'; this file is part of the role deployment","Infrastructure","4580e4fa18dc5958"
2020-11-24T11:27:28.6657541Z,4,14168,17520,"MonAgent",0,"00-4a3d9c2a16584040bcb2452be493fe45-4580e4fa18dc5958-00","monagent.cpp","MonAgent::StoreClientConfigAccountInfo",3125,0,0,,"Loading the originally deployed configuration file to see if it contains storage account information to cache: D:\Samples\maconfig\basicconfig.xml","Infrastructure","4580e4fa18dc5958"
2020-11-24T11:27:28.6667951Z,2,14168,17520,"ConfigurationReader",0,"00-4a3d9c2a16584040bcb2452be493fe45-4580e4fa18dc5958-00","configreader2.cpp","ConfigReader2::ReportParseError",14589,0,-2147467259,"Unspecified error","Parsing failed for file D:\Samples\maconfig\basicconfig.xml Invalid at the top level of the document.","ConfigProcessing","4580e4fa18dc5958"
2020-11-24T11:27:28.6670549Z,2,14168,17520,"ConfigurationReader",0,"00-4a3d9c2a16584040bcb2452be493fe45-4580e4fa18dc5958-00","configreader.cpp","ConfigReader1::ReportParseError",3299,0,-2147467259,"Unspecified error","Parsing failed for file D:\Samples\maconfig\basicconfig.xml Invalid at the top level of the document.","ConfigProcessing","4580e4fa18dc5958"
2020-11-24T11:27:28.6670592Z,2,14168,17520,"MonAgent",0,"00-4a3d9c2a16584040bcb2452be493fe45-4580e4fa18dc5958-00","monagent.cpp","MonAgent::StoreClientConfigAccountInfo",3212,-2147221503,0,,"Failed to open the configuration file D:\Samples\maconfig\basicconfig.xml with either the version 1 or 2 schemas","Infrastructure","4580e4fa18dc5958"
2020-11-24T11:27:28.6670770Z,2,14168,17520,"MonAgent",0,"00-4a3d9c2a16584040bcb2452be493fe45-4580e4fa18dc5958-00","monagent.cpp","MonAgent::InitializePaths",6063,-2147221503,0,,"Failed to store the account information in configuration file 'D:\Samples\maconfig\basicconfig.xml'","Infrastructure","4580e4fa18dc5958"
2020-11-24T11:27:28.6670807Z,2,14168,17520,"MonAgent",0,"00-4a3d9c2a16584040bcb2452be493fe45-4580e4fa18dc5958-00","monagent.cpp","MonAgent::Start",7013,-2147221503,0,,"Failed to initialize agent paths","Infrastructure","4580e4fa18dc5958"
2020-11-24T11:27:28.7511188Z,4,19336,24572,"MonAgentManager.exe",0,"00-841d1f8ab60c4853b0cd8180ccbbfabc-4d2e4c3a127bf04d-00","monagentmanager.cpp","VerifyAgentContentCheckum",5739,0,0,,"Verified that all agent files are consistent with the released agent package.","Infrastructure","4d2e4c3a127bf04d"
2020-11-24T11:27:30.6785654Z,4,14168,17520,"MonAgent",0,"00-4a3d9c2a16584040bcb2452be493fe45-4580e4fa18dc5958-00","monagent.cpp","MonAgent::ShutdownAgent",5273,0,0,,"Shutting down the agent","Infrastructure","4580e4fa18dc5958"
2020-11-24T11:27:30.6840565Z,2,14168,17520,"MonAgentCore.exe",0,"00-4a3d9c2a16584040bcb2452be493fe45-4580e4fa18dc5958-00","monagent.cpp","StartListener",747,-2147418104,0,,"Could not start the monitoring agent: mdresult:80040001.","Infrastructure","4580e4fa18dc5958"
2020-11-24T11:27:30.7684559Z,4,19336,14736,"MonAgentManager.exe",0,"00-5ba02c204220431995da2504c8e91498-4d2e4c3a127bf04d-00","monagentmanager.cpp","AgentManager::LaunchAgentCore",1494,0,0,,"MonAgentCore has exited.","Infrastructure","4d2e4c3a127bf04d"
2020-11-24T11:27:30.7701909Z,2,19336,14736,"ErrorExit",0,"00-5ba02c204220431995da2504c8e91498-4d2e4c3a127bf04d-00",,,0,0,0,,"Agent core process terminated with code: 0x80040001","Termination","4d2e4c3a127bf04d"
2020-11-24T11:27:30.7702447Z,2,19336,14736,"MonAgentManager.exe",0,"00-5ba02c204220431995da2504c8e91498-4d2e4c3a127bf04d-00","monagentmanager.cpp","AgentManager::DoProcessCleanup",597,-2147418104,0,,"Agent core process terminated with code: 0x80040001","Infrastructure","4d2e4c3a127bf04d"
2020-11-24T11:27:35.7999080Z,4,19336,14736,"MonAgentManager.exe",0,"00-5ba02c204220431995da2504c8e91498-4d2e4c3a127bf04d-00","monagentmanager.cpp","AgentManager::LaunchAgentCore",1124,0,0,,"Starting agent: 'C:\Users\saianu\.nuget\packages\genevamonitoringagent\44.7.7\Monitoring\Agent\MonAgentCore.exe   -deploymentdir ""C:\Users\saianu\.nuget\packages\genevamonitoringagent\44.7.7\Monitoring\Agent"" -LocalPath ""D:\Samples\madata""   -managerver 1  -parent 19336 -ConfigFile ""D:\Samples\maconfig\basicconfig.xml"" '","Infrastructure","4d2e4c3a127bf04d"
2020-11-24T11:27:35.9166846Z,4,3148,5484,"MonAgentCore.exe",0,"00-8cff52b172a94e9e8292266b45669358-040e987942b300fd-00","monagent.cpp","StartListener",733,0,0,,"Agent will exit when parent process 19336 exits.","Infrastructure","040e987942b300fd"
2020-11-24T11:27:35.9215741Z,4,3148,5484,"MonAgent",0,"00-8cff52b172a94e9e8292266b45669358-040e987942b300fd-00","monagent.cpp","MonAgent::LogVersionString",6691,65555,0,,"Starting monitoring session (SAI-WORK-PC) - Monitoring Agent Version 44.07.07 - Nov 23 2020 13:18:42 -  amd64 -  - OS 10.0.19042","Infrastructure","040e987942b300fd"
2020-11-24T11:27:35.9218171Z,4,3148,5484,"PHashTable",0,"00-8cff52b172a94e9e8292266b45669358-040e987942b300fd-00","hash.cpp","PersistentHash::Initialize",498,0,0,,"Creating persistent hash D:\Samples\madata\Configuration\CheckPointTable.bin","LocalState","040e987942b300fd"
2020-11-24T11:27:35.9220989Z,4,3148,5484,"MonAgent",0,"00-8cff52b172a94e9e8292266b45669358-040e987942b300fd-00","configupdate.cpp","MonAgent::GetCurrentMainConfiguration",292,0,0,,"Running MA with the client configuration file from D:\Samples\maconfig\basicconfig.xml","Infrastructure","040e987942b300fd"
2020-11-24T11:27:35.9221013Z,4,3148,5484,"MonAgent",0,"00-8cff52b172a94e9e8292266b45669358-040e987942b300fd-00","monagent.cpp","MonAgent::InitializePaths",6029,65588,0,,"MA is running with original configuration file 'D:\Samples\maconfig\basicconfig.xml'; this file is part of the role deployment","Infrastructure","040e987942b300fd"
2020-11-24T11:27:35.9221164Z,4,3148,5484,"MonAgent",0,"00-8cff52b172a94e9e8292266b45669358-040e987942b300fd-00","monagent.cpp","MonAgent::StoreClientConfigAccountInfo",3125,0,0,,"Loading the originally deployed configuration file to see if it contains storage account information to cache: D:\Samples\maconfig\basicconfig.xml","Infrastructure","040e987942b300fd"
2020-11-24T11:27:35.9236767Z,2,3148,5484,"ConfigurationReader",0,"00-8cff52b172a94e9e8292266b45669358-040e987942b300fd-00","configreader2.cpp","ConfigReader2::ReportParseError",14589,0,-2147467259,"Unspecified error","Parsing failed for file D:\Samples\maconfig\basicconfig.xml Invalid at the top level of the document.","ConfigProcessing","040e987942b300fd"
2020-11-24T11:27:35.9240675Z,2,3148,5484,"ConfigurationReader",0,"00-8cff52b172a94e9e8292266b45669358-040e987942b300fd-00","configreader.cpp","ConfigReader1::ReportParseError",3299,0,-2147467259,"Unspecified error","Parsing failed for file D:\Samples\maconfig\basicconfig.xml Invalid at the top level of the document.","ConfigProcessing","040e987942b300fd"
2020-11-24T11:27:35.9240760Z,2,3148,5484,"MonAgent",0,"00-8cff52b172a94e9e8292266b45669358-040e987942b300fd-00","monagent.cpp","MonAgent::StoreClientConfigAccountInfo",3212,-2147221503,0,,"Failed to open the configuration file D:\Samples\maconfig\basicconfig.xml with either the version 1 or 2 schemas","Infrastructure","040e987942b300fd"
2020-11-24T11:27:35.9240976Z,2,3148,5484,"MonAgent",0,"00-8cff52b172a94e9e8292266b45669358-040e987942b300fd-00","monagent.cpp","MonAgent::InitializePaths",6063,-2147221503,0,,"Failed to store the account information in configuration file 'D:\Samples\maconfig\basicconfig.xml'","Infrastructure","040e987942b300fd"
2020-11-24T11:27:35.9241006Z,2,3148,5484,"MonAgent",0,"00-8cff52b172a94e9e8292266b45669358-040e987942b300fd-00","monagent.cpp","MonAgent::Start",7013,-2147221503,0,,"Failed to initialize agent paths","Infrastructure","040e987942b300fd"
2020-11-24T11:27:37.9353528Z,4,3148,5484,"MonAgent",0,"00-8cff52b172a94e9e8292266b45669358-040e987942b300fd-00","monagent.cpp","MonAgent::ShutdownAgent",5273,0,0,,"Shutting down the agent","Infrastructure","040e987942b300fd"
2020-11-24T11:27:37.9358534Z,2,3148,5484,"MonAgentCore.exe",0,"00-8cff52b172a94e9e8292266b45669358-040e987942b300fd-00","monagent.cpp","StartListener",747,-2147418104,0,,"Could not start the monitoring agent: mdresult:80040001.","Infrastructure","040e987942b300fd"
2020-11-24T11:27:38.0024142Z,4,19336,14736,"MonAgentManager.exe",0,"00-5ba02c204220431995da2504c8e91498-4d2e4c3a127bf04d-00","monagentmanager.cpp","AgentManager::LaunchAgentCore",1494,0,0,,"MonAgentCore has exited.","Infrastructure","4d2e4c3a127bf04d"
2020-11-24T11:27:38.0038995Z,2,19336,14736,"ErrorExit",0,"00-5ba02c204220431995da2504c8e91498-4d2e4c3a127bf04d-00",,,0,0,0,,"Agent core process terminated with code: 0x80040001","Termination","4d2e4c3a127bf04d"
2020-11-24T11:27:38.0039337Z,2,19336,14736,"MonAgentManager.exe",0,"00-5ba02c204220431995da2504c8e91498-4d2e4c3a127bf04d-00","monagentmanager.cpp","AgentManager::DoProcessCleanup",597,-2147418104,0,,"Agent core process terminated with code: 0x80040001","Infrastructure","4d2e4c3a127bf04d"
2020-11-24T11:28:13.0366977Z,4,19336,14736,"MonAgentManager.exe",0,"00-5ba02c204220431995da2504c8e91498-4d2e4c3a127bf04d-00","monagentmanager.cpp","AgentManager::LaunchAgentCore",1124,0,0,,"Starting agent: 'C:\Users\saianu\.nuget\packages\genevamonitoringagent\44.7.7\Monitoring\Agent\MonAgentCore.exe   -deploymentdir ""C:\Users\saianu\.nuget\packages\genevamonitoringagent\44.7.7\Monitoring\Agent"" -LocalPath ""D:\Samples\madata""   -managerver 1  -parent 19336 -ConfigFile ""D:\Samples\maconfig\basicconfig.xml"" '","Infrastructure","4d2e4c3a127bf04d"
2020-11-24T11:28:13.1136166Z,4,20080,24784,"MonAgentCore.exe",0,"00-561078d10f9b45f19ae3bb81a5e5800d-791a54b26fdf3d0c-00","monagent.cpp","StartListener",733,0,0,,"Agent will exit when parent process 19336 exits.","Infrastructure","791a54b26fdf3d0c"
2020-11-24T11:28:13.1183888Z,4,20080,24784,"MonAgent",0,"00-561078d10f9b45f19ae3bb81a5e5800d-791a54b26fdf3d0c-00","monagent.cpp","MonAgent::LogVersionString",6691,65555,0,,"Starting monitoring session (SAI-WORK-PC) - Monitoring Agent Version 44.07.07 - Nov 23 2020 13:18:42 -  amd64 -  - OS 10.0.19042","Infrastructure","791a54b26fdf3d0c"
2020-11-24T11:28:13.1186578Z,4,20080,24784,"PHashTable",0,"00-561078d10f9b45f19ae3bb81a5e5800d-791a54b26fdf3d0c-00","hash.cpp","PersistentHash::Initialize",498,0,0,,"Creating persistent hash D:\Samples\madata\Configuration\CheckPointTable.bin","LocalState","791a54b26fdf3d0c"
2020-11-24T11:28:13.1189497Z,4,20080,24784,"MonAgent",0,"00-561078d10f9b45f19ae3bb81a5e5800d-791a54b26fdf3d0c-00","configupdate.cpp","MonAgent::GetCurrentMainConfiguration",292,0,0,,"Running MA with the client configuration file from D:\Samples\maconfig\basicconfig.xml","Infrastructure","791a54b26fdf3d0c"
2020-11-24T11:28:13.1189536Z,4,20080,24784,"MonAgent",0,"00-561078d10f9b45f19ae3bb81a5e5800d-791a54b26fdf3d0c-00","monagent.cpp","MonAgent::InitializePaths",6029,65588,0,,"MA is running with original configuration file 'D:\Samples\maconfig\basicconfig.xml'; this file is part of the role deployment","Infrastructure","791a54b26fdf3d0c"
2020-11-24T11:28:13.1189696Z,4,20080,24784,"MonAgent",0,"00-561078d10f9b45f19ae3bb81a5e5800d-791a54b26fdf3d0c-00","monagent.cpp","MonAgent::StoreClientConfigAccountInfo",3125,0,0,,"Loading the originally deployed configuration file to see if it contains storage account information to cache: D:\Samples\maconfig\basicconfig.xml","Infrastructure","791a54b26fdf3d0c"
2020-11-24T11:28:13.1200239Z,2,20080,24784,"ConfigurationReader",0,"00-561078d10f9b45f19ae3bb81a5e5800d-791a54b26fdf3d0c-00","configreader2.cpp","ConfigReader2::ReportParseError",14589,0,-2147467259,"Unspecified error","Parsing failed for file D:\Samples\maconfig\basicconfig.xml Invalid at the top level of the document.","ConfigProcessing","791a54b26fdf3d0c"
2020-11-24T11:28:13.1202981Z,2,20080,24784,"ConfigurationReader",0,"00-561078d10f9b45f19ae3bb81a5e5800d-791a54b26fdf3d0c-00","configreader.cpp","ConfigReader1::ReportParseError",3299,0,-2147467259,"Unspecified error","Parsing failed for file D:\Samples\maconfig\basicconfig.xml Invalid at the top level of the document.","ConfigProcessing","791a54b26fdf3d0c"
2020-11-24T11:28:13.1203025Z,2,20080,24784,"MonAgent",0,"00-561078d10f9b45f19ae3bb81a5e5800d-791a54b26fdf3d0c-00","monagent.cpp","MonAgent::StoreClientConfigAccountInfo",3212,-2147221503,0,,"Failed to open the configuration file D:\Samples\maconfig\basicconfig.xml with either the version 1 or 2 schemas","Infrastructure","791a54b26fdf3d0c"
2020-11-24T11:28:13.1203180Z,2,20080,24784,"MonAgent",0,"00-561078d10f9b45f19ae3bb81a5e5800d-791a54b26fdf3d0c-00","monagent.cpp","MonAgent::InitializePaths",6063,-2147221503,0,,"Failed to store the account information in configuration file 'D:\Samples\maconfig\basicconfig.xml'","Infrastructure","791a54b26fdf3d0c"
2020-11-24T11:28:13.1203200Z,2,20080,24784,"MonAgent",0,"00-561078d10f9b45f19ae3bb81a5e5800d-791a54b26fdf3d0c-00","monagent.cpp","MonAgent::Start",7013,-2147221503,0,,"Failed to initialize agent paths","Infrastructure","791a54b26fdf3d0c"
2020-11-24T11:28:15.1262472Z,4,20080,24784,"MonAgent",0,"00-561078d10f9b45f19ae3bb81a5e5800d-791a54b26fdf3d0c-00","monagent.cpp","MonAgent::ShutdownAgent",5273,0,0,,"Shutting down the agent","Infrastructure","791a54b26fdf3d0c"
2020-11-24T11:28:15.1267503Z,2,20080,24784,"MonAgentCore.exe",0,"00-561078d10f9b45f19ae3bb81a5e5800d-791a54b26fdf3d0c-00","monagent.cpp","StartListener",747,-2147418104,0,,"Could not start the monitoring agent: mdresult:80040001.","Infrastructure","791a54b26fdf3d0c"
2020-11-24T11:28:15.2034958Z,4,19336,14736,"MonAgentManager.exe",0,"00-5ba02c204220431995da2504c8e91498-4d2e4c3a127bf04d-00","monagentmanager.cpp","AgentManager::LaunchAgentCore",1494,0,0,,"MonAgentCore has exited.","Infrastructure","4d2e4c3a127bf04d"
2020-11-24T11:28:15.2067190Z,2,19336,14736,"ErrorExit",0,"00-5ba02c204220431995da2504c8e91498-4d2e4c3a127bf04d-00",,,0,0,0,,"Agent core process terminated with code: 0x80040001","Termination","4d2e4c3a127bf04d"
2020-11-24T11:28:15.2067748Z,2,19336,14736,"MonAgentManager.exe",0,"00-5ba02c204220431995da2504c8e91498-4d2e4c3a127bf04d-00","monagentmanager.cpp","AgentManager::DoProcessCleanup",597,-2147418104,0,,"Agent core process terminated with code: 0x80040001","Infrastructure","4d2e4c3a127bf04d"
2020-11-24T11:29:20.2305265Z,4,19336,14736,"MonAgentManager.exe",0,"00-5ba02c204220431995da2504c8e91498-4d2e4c3a127bf04d-00","monagentmanager.cpp","AgentManager::LaunchAgentCore",1124,0,0,,"Starting agent: 'C:\Users\saianu\.nuget\packages\genevamonitoringagent\44.7.7\Monitoring\Agent\MonAgentCore.exe   -deploymentdir ""C:\Users\saianu\.nuget\packages\genevamonitoringagent\44.7.7\Monitoring\Agent"" -LocalPath ""D:\Samples\madata""   -managerver 1  -parent 19336 -ConfigFile ""D:\Samples\maconfig\basicconfig.xml"" '","Infrastructure","4d2e4c3a127bf04d"
2020-11-24T11:29:20.3261686Z,4,19164,24864,"MonAgentCore.exe",0,"00-20878fd9c13b49c09d579493a4e29dd5-eef8f360a6617236-00","monagent.cpp","StartListener",733,0,0,,"Agent will exit when parent process 19336 exits.","Infrastructure","eef8f360a6617236"
2020-11-24T11:29:20.3303562Z,4,19164,24864,"MonAgent",0,"00-20878fd9c13b49c09d579493a4e29dd5-eef8f360a6617236-00","monagent.cpp","MonAgent::LogVersionString",6691,65555,0,,"Starting monitoring session (SAI-WORK-PC) - Monitoring Agent Version 44.07.07 - Nov 23 2020 13:18:42 -  amd64 -  - OS 10.0.19042","Infrastructure","eef8f360a6617236"
2020-11-24T11:29:20.3305969Z,4,19164,24864,"PHashTable",0,"00-20878fd9c13b49c09d579493a4e29dd5-eef8f360a6617236-00","hash.cpp","PersistentHash::Initialize",498,0,0,,"Creating persistent hash D:\Samples\madata\Configuration\CheckPointTable.bin","LocalState","eef8f360a6617236"
2020-11-24T11:29:20.3308671Z,4,19164,24864,"MonAgent",0,"00-20878fd9c13b49c09d579493a4e29dd5-eef8f360a6617236-00","configupdate.cpp","MonAgent::GetCurrentMainConfiguration",292,0,0,,"Running MA with the client configuration file from D:\Samples\maconfig\basicconfig.xml","Infrastructure","eef8f360a6617236"
2020-11-24T11:29:20.3308695Z,4,19164,24864,"MonAgent",0,"00-20878fd9c13b49c09d579493a4e29dd5-eef8f360a6617236-00","monagent.cpp","MonAgent::InitializePaths",6029,65588,0,,"MA is running with original configuration file 'D:\Samples\maconfig\basicconfig.xml'; this file is part of the role deployment","Infrastructure","eef8f360a6617236"
2020-11-24T11:29:20.3308855Z,4,19164,24864,"MonAgent",0,"00-20878fd9c13b49c09d579493a4e29dd5-eef8f360a6617236-00","monagent.cpp","MonAgent::StoreClientConfigAccountInfo",3125,0,0,,"Loading the originally deployed configuration file to see if it contains storage account information to cache: D:\Samples\maconfig\basicconfig.xml","Infrastructure","eef8f360a6617236"
2020-11-24T11:29:20.3318122Z,2,19164,24864,"ConfigurationReader",0,"00-20878fd9c13b49c09d579493a4e29dd5-eef8f360a6617236-00","configreader2.cpp","ConfigReader2::ReportParseError",14589,0,-2147467259,"Unspecified error","Parsing failed for file D:\Samples\maconfig\basicconfig.xml Invalid at the top level of the document.","ConfigProcessing","eef8f360a6617236"
2020-11-24T11:29:20.3320622Z,2,19164,24864,"ConfigurationReader",0,"00-20878fd9c13b49c09d579493a4e29dd5-eef8f360a6617236-00","configreader.cpp","ConfigReader1::ReportParseError",3299,0,-2147467259,"Unspecified error","Parsing failed for file D:\Samples\maconfig\basicconfig.xml Invalid at the top level of the document.","ConfigProcessing","eef8f360a6617236"
2020-11-24T11:29:20.3320664Z,2,19164,24864,"MonAgent",0,"00-20878fd9c13b49c09d579493a4e29dd5-eef8f360a6617236-00","monagent.cpp","MonAgent::StoreClientConfigAccountInfo",3212,-2147221503,0,,"Failed to open the configuration file D:\Samples\maconfig\basicconfig.xml with either the version 1 or 2 schemas","Infrastructure","eef8f360a6617236"
